lat,long,route
36.8439559,-76.0706055,20
36.8439559,-76.0706055,20
36.8439559,-76.0706055,20
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8548851,-76.1834369,20
36.8548851,-76.1834369,20
36.8548851,-76.1834369,20
36.8548851,-76.1834369,20
36.9178932,-76.2731134,15
36.9178932,-76.2731134,15
36.9178932,-76.2731134,15
36.9178932,-76.2731134,15
36.9178932,-76.2731134,15
36.8562751,-76.3045035,16
36.8591141,-76.2843348,1
36.8562751,-76.3045035,16
36.8591141,-76.2843348,1
36.8562751,-76.3045035,16
36.8591141,-76.2843348,1
36.8562751,-76.3045035,16
36.8591141,-76.2843348,1
36.8562751,-76.3045035,16
36.8591141,-76.2843348,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.8413742,-76.0631765,20
36.8413742,-76.0631765,20
36.8413742,-76.0631765,20
36.8413742,-76.0631765,20
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8550885,-76.1885489,20
36.8550885,-76.1885489,20
36.8550885,-76.1885489,20
36.8550885,-76.1885489,20
36.8555732,-76.30364,16
36.8591141,-76.2843348,1
36.8555732,-76.30364,16
36.8591141,-76.2843348,1
36.8555732,-76.30364,16
36.8591141,-76.2843348,1
36.8555732,-76.30364,16
36.8591141,-76.2843348,1
36.8555732,-76.30364,16
36.8591141,-76.2843348,1
36.9178932,-76.2731134,15
36.9178932,-76.2731134,15
36.9178932,-76.2731134,15
36.9178932,-76.2731134,15
36.9178932,-76.2731134,15
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
36.8409845,-76.0577019,20
36.8409845,-76.0577019,20
36.8409845,-76.0577019,20
36.8409845,-76.0577019,20
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8551784,-76.1939788,20
36.8551784,-76.1939788,20
36.8551784,-76.1939788,20
36.8551784,-76.1939788,20
36.8555732,-76.30364,16
36.8591141,-76.2843348,1
36.8555732,-76.30364,16
36.8591141,-76.2843348,1
36.8591141,-76.2843348,1
36.8555732,-76.30364,16
36.8591141,-76.2843348,1
36.9182118,-76.2736526,15
36.9182118,-76.2736526,15
36.9182118,-76.2736526,15
36.9182118,-76.2736526,15
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
36.8414887,-76.0494181,20
36.8414887,-76.0494181,20
36.8414887,-76.0494181,20
36.8414887,-76.0494181,20
36.9176635,-76.2724751,15
36.9176635,-76.2724751,15
36.9176635,-76.2724751,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.85214,-76.1924673,20
36.85214,-76.1924673,20
36.85214,-76.1924673,20
36.85214,-76.1924673,20
36.8555858,-76.3031576,16
36.8591141,-76.2843348,1
36.8555858,-76.3031576,16
36.8591141,-76.2843348,1
36.8555858,-76.3031576,16
36.8591141,-76.2843348,1
36.8555858,-76.3031576,16
36.8591141,-76.2843348,1
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
36.8429939,-76.0423833,20
36.8429939,-76.0423833,20
36.8429939,-76.0423833,20
36.8429939,-76.0423833,20
36.9150153,-76.2738537,15
36.9150153,-76.2738537,15
36.9150153,-76.2738537,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8448176,-76.1905886,20
36.8448176,-76.1905886,20
36.8448176,-76.1905886,20
36.8448176,-76.1905886,20
36.8577705,-76.3035541,16
36.8591141,-76.2843348,1
36.8577705,-76.3035541,16
36.8591141,-76.2843348,1
36.8577705,-76.3035541,16
36.8591141,-76.2843348,1
36.8591141,-76.2843348,1
37.0130787,-76.3647139,107
36.9181683,-76.1919488,1
37.0130787,-76.3647139,107
36.9181683,-76.1919488,1
37.0130787,-76.3647139,107
36.9181683,-76.1919488,1
37.0130787,-76.3647139,107
36.9181683,-76.1919488,1
36.9159269,-76.282974,15
36.9159269,-76.282974,15
36.9159269,-76.282974,15
36.9189228,-76.1927022,1
36.9189228,-76.1927022,1
36.9189228,-76.1927022,1
36.9189228,-76.1927022,1
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8413134,-76.1893086,20
36.8413134,-76.1893086,20
36.8413134,-76.1893086,20
36.8413134,-76.1893086,20
36.8591141,-76.2843348,1
36.8591141,-76.2843348,1
36.8591141,-76.2843348,1
36.8591141,-76.2843348,1
36.8591141,-76.2843348,1
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.8486496,-76.0320621,20
36.8486496,-76.0320621,20
36.8486496,-76.0320621,20
36.8486496,-76.0320621,20
36.8486496,-76.0320621,20
36.9162769,-76.2894204,15
36.9162769,-76.2894204,15
36.9162769,-76.2894204,15
36.9162769,-76.2894204,15
36.9256328,-76.191546,1
36.9256328,-76.191546,1
36.9256328,-76.191546,1
36.9256328,-76.191546,1
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8412664,-76.1897996,20
36.8412664,-76.1897996,20
36.8412664,-76.1897996,20
36.8412664,-76.1897996,20
36.858768,-76.2846958,1
36.858768,-76.2846958,1
36.858768,-76.2846958,1
36.858768,-76.2846958,1
36.858768,-76.2846958,1
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.8496952,-76.0267954,20
36.8496952,-76.0267954,20
36.8496952,-76.0267954,20
36.8496952,-76.0267954,20
36.9162219,-76.293662,15
36.9162219,-76.293662,15
36.9162219,-76.293662,15
36.9162219,-76.293662,15
36.9294796,-76.1916955,1
36.9294796,-76.1916955,1
36.9294796,-76.1916955,1
36.9294796,-76.1916955,1
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8412664,-76.1897996,20
36.8412664,-76.1897996,20
36.8412664,-76.1897996,20
36.8412664,-76.1897996,20
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.8505678,-76.0222507,20
36.8505678,-76.0222507,20
36.8505678,-76.0222507,20
36.8505678,-76.0222507,20
36.9160019,-76.3002693,15
36.9160019,-76.3002693,15
36.9160019,-76.3002693,15
36.9160019,-76.3002693,15
36.9160019,-76.3002693,15
36.8414292,-76.1886806,20
36.8414292,-76.1886806,20
36.8414292,-76.1886806,20
36.8414292,-76.1886806,20
36.8414292,-76.1886806,20
36.8414292,-76.1886806,20
36.9313853,-76.1980382,1
36.9313853,-76.1980382,1
36.9313853,-76.1980382,1
36.9313853,-76.1980382,1
36.9313853,-76.1980382,1
36.8415701,-76.2137453,15
36.8415701,-76.2137453,15
36.8415701,-76.2137453,15
36.8415701,-76.2137453,15
36.8415701,-76.2137453,15
36.8415701,-76.2137453,15
36.841577,-76.2118155,15
36.841577,-76.2118155,15
36.841577,-76.2118155,15
36.841577,-76.2118155,15
36.841577,-76.2118155,15
36.841577,-76.2118155,15
36.8471851,-76.0213013,20
36.8471851,-76.0213013,20
36.8471851,-76.0213013,20
36.8471851,-76.0213013,20
36.8471851,-76.0213013,20
36.8471851,-76.0213013,20
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.9160117,-76.3078135,15
36.9160117,-76.3078135,15
36.9160117,-76.3078135,15
36.9160117,-76.3078135,15
36.9160117,-76.3078135,15
36.9160117,-76.3078135,15
36.8434677,-76.1893951,20
36.8434677,-76.1893951,20
36.8434677,-76.1893951,20
36.8434677,-76.1893951,20
36.8434677,-76.1893951,20
36.8434677,-76.1893951,20
36.932624,-76.2032275,1
36.932624,-76.2032275,1
36.932624,-76.2032275,1
36.932624,-76.2032275,1
36.932624,-76.2032275,1
36.932624,-76.2032275,1
36.8368787,-76.209247,15
36.8368787,-76.209247,15
36.8368787,-76.209247,15
36.8368787,-76.209247,15
36.8368787,-76.209247,15
36.8368787,-76.209247,15
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.9341423,-76.2091215,1
36.9341423,-76.2091215,1
36.9341423,-76.2091215,1
36.9341423,-76.2091215,1
36.915999,-76.307837,15
36.915999,-76.307837,15
36.915999,-76.307837,15
36.915999,-76.307837,15
36.915999,-76.307837,15
36.915999,-76.307837,15
36.8472538,-76.1907611,20
36.8472538,-76.1907611,20
36.8472538,-76.1907611,20
36.8472538,-76.1907611,20
36.8424611,-76.2100497,15
36.8424611,-76.2100497,15
36.8424611,-76.2100497,15
36.8424611,-76.2100497,15
36.8424611,-76.2100497,15
36.8424611,-76.2100497,15
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8598228,-76.2845691,1
36.8423912,-76.0200998,20
36.8423912,-76.0200998,20
36.8423912,-76.0200998,20
36.8423912,-76.0200998,20
36.8423912,-76.0200998,20
36.8423912,-76.0200998,20
