lat,long,route
36.9523658,-76.2495488,1
36.8833565,-76.3027485,16
36.8550931,-76.2052191,15
36.9351238,-76.3178488,15
36.8469273,-76.1302407,20
36.8435084,-76.1369236,20
37.0130787,-76.3647139,107
36.9137301,-76.2435459,15
36.8802625,-76.2821902,1
36.8833605,-76.3026918,16
36.9489229,-76.2429042,1
36.8833605,-76.3026918,16
36.9489229,-76.2429042,1
36.8550931,-76.2052191,15
36.8550931,-76.2052191,15
36.8469273,-76.1302407,20
36.9374042,-76.3189162,15
36.8469273,-76.1302407,20
36.9374042,-76.3189162,15
36.8435033,-76.1313052,20
36.8435033,-76.1313052,20
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.9137301,-76.2435459,15
36.9137301,-76.2435459,15
36.886011,-76.3023549,16
36.9473078,-76.2406651,1
36.886011,-76.3023549,16
36.9473078,-76.2406651,1
36.886011,-76.3023549,16
36.9473078,-76.2406651,1
36.8550931,-76.2052191,15
36.8550931,-76.2052191,15
36.8550931,-76.2052191,15
36.8469273,-76.1302407,20
36.9373016,-76.319617,15
36.8469273,-76.1302407,20
36.9373016,-76.319617,15
36.8469273,-76.1302407,20
36.8474945,-76.131661,20
36.8474945,-76.131661,20
36.8474945,-76.131661,20
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.9137301,-76.2435459,15
36.9137301,-76.2435459,15
36.9137301,-76.2435459,15
36.9137301,-76.2435459,15
36.8909396,-76.3036859,16
36.9457929,-76.2384861,1
36.8909396,-76.3036859,16
36.9457929,-76.2384861,1
36.8909396,-76.3036859,16
36.9457929,-76.2384861,1
36.8909396,-76.3036859,16
36.9457929,-76.2384861,1
36.8909396,-76.3036859,16
36.9457929,-76.2384861,1
36.8550931,-76.2052191,15
36.8550931,-76.2052191,15
36.8550931,-76.2052191,15
36.8550931,-76.2052191,15
36.8550931,-76.2052191,15
36.8469273,-76.1302407,20
36.9372718,-76.321561,15
36.8469273,-76.1302407,20
36.9372718,-76.321561,15
36.8469273,-76.1302407,20
36.9372718,-76.321561,15
36.8469273,-76.1302407,20
36.9372718,-76.321561,15
36.8469273,-76.1302407,20
36.9372718,-76.321561,15
36.8469038,-76.1283453,20
36.8469038,-76.1283453,20
36.8469038,-76.1283453,20
36.8469038,-76.1283453,20
36.8469038,-76.1283453,20
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.8470149,-76.1296104,20
36.8470149,-76.1296104,20
36.8470149,-76.1296104,20
36.8470149,-76.1296104,20
36.8470149,-76.1296104,20
36.9137301,-76.2435459,15
36.9137301,-76.2435459,15
36.9137301,-76.2435459,15
36.9137301,-76.2435459,15
36.9137301,-76.2435459,15
36.9371779,-76.323222,15
36.9371779,-76.323222,15
36.9371779,-76.323222,15
36.9371779,-76.323222,15
36.8690314,-76.2833969,1
36.8690314,-76.2833969,1
36.8690314,-76.2833969,1
36.8690314,-76.2833969,1
36.8690314,-76.2833969,1
36.8914793,-76.2992993,16
36.9430581,-76.2338486,1
36.8914793,-76.2992993,16
36.9430581,-76.2338486,1
36.8914793,-76.2992993,16
36.9430581,-76.2338486,1
36.8914793,-76.2992993,16
36.9430581,-76.2338486,1
36.8914793,-76.2992993,16
36.9430581,-76.2338486,1
36.8543419,-76.2045361,15
36.8464294,-76.1311041,20
36.8543419,-76.2045361,15
36.8464294,-76.1311041,20
36.8543419,-76.2045361,15
36.8464294,-76.1311041,20
36.8543419,-76.2045361,15
36.8464294,-76.1311041,20
36.8543419,-76.2045361,15
36.8464294,-76.1311041,20
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.8465531,-76.1308526,20
36.8465531,-76.1308526,20
36.8465531,-76.1308526,20
36.8465531,-76.1308526,20
36.9406316,-76.3253924,15
36.9406316,-76.3253924,15
36.9406316,-76.3253924,15
36.9406316,-76.3253924,15
36.9406316,-76.3253924,15
36.913533,-76.2421685,15
36.913533,-76.2421685,15
36.913533,-76.2421685,15
36.913533,-76.2421685,15
36.913533,-76.2421685,15
36.913533,-76.2421685,15
36.8660853,-76.2846127,1
36.8660853,-76.2846127,1
36.8660853,-76.2846127,1
36.8660853,-76.2846127,1
36.8660853,-76.2846127,1
36.8454525,-76.1311144,20
36.8454525,-76.1311144,20
36.8454525,-76.1311144,20
36.8454525,-76.1311144,20
36.8922184,-76.2955785,16
36.8922184,-76.2955785,16
36.8922184,-76.2955785,16
36.8922184,-76.2955785,16
36.8922184,-76.2955785,16
36.8514754,-76.2005678,15
36.8514754,-76.2005678,15
36.8514754,-76.2005678,15
36.8514754,-76.2005678,15
36.8514754,-76.2005678,15
36.8438488,-76.1311981,20
36.8438488,-76.1311981,20
36.8438488,-76.1311981,20
36.8438488,-76.1311981,20
36.8438488,-76.1311981,20
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.9440115,-76.3281386,15
36.9440115,-76.3281386,15
36.9440115,-76.3281386,15
36.9440115,-76.3281386,15
36.9440115,-76.3281386,15
36.9145999,-76.2414661,15
36.9145999,-76.2414661,15
36.9145999,-76.2414661,15
36.9145999,-76.2414661,15
36.9145999,-76.2414661,15
36.8660159,-76.2846436,1
36.8660159,-76.2846436,1
36.8660159,-76.2846436,1
36.8660159,-76.2846436,1
36.8437817,-76.1311574,20
36.8437817,-76.1311574,20
36.8437817,-76.1311574,20
36.8437817,-76.1311574,20
36.8869661,-76.2950766,16
36.8869661,-76.2950766,16
36.8869661,-76.2950766,16
36.9381536,-76.2223207,1
36.9381536,-76.2223207,1
36.9381536,-76.2223207,1
36.8489435,-76.2075373,15
36.8489435,-76.2075373,15
36.8489435,-76.2075373,15
36.8489435,-76.2075373,15
36.8489435,-76.2075373,15
36.8437204,-76.1351079,20
36.8437204,-76.1351079,20
36.8437204,-76.1351079,20
36.8437204,-76.1351079,20
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.8626888,-76.2860451,1
36.8626888,-76.2860451,1
36.8626888,-76.2860451,1
36.8626888,-76.2860451,1
36.9492168,-76.3283299,15
36.9492168,-76.3283299,15
36.9492168,-76.3283299,15
36.9492168,-76.3283299,15
36.9492168,-76.3283299,15
36.9145999,-76.2414661,15
36.9145999,-76.2414661,15
36.9145999,-76.2414661,15
36.9145999,-76.2414661,15
36.9145999,-76.2414661,15
36.8432494,-76.1249179,20
36.8432494,-76.1249179,20
36.8432494,-76.1249179,20
36.8432494,-76.1249179,20
36.8830969,-76.294899,16
36.8830969,-76.294899,16
36.8830969,-76.294899,16
36.8830969,-76.294899,16
36.9353931,-76.2142764,1
36.9353931,-76.2142764,1
36.9353931,-76.2142764,1
36.9353931,-76.2142764,1
36.8480273,-76.210292,15
36.8480273,-76.210292,15
36.8480273,-76.210292,15
36.8480273,-76.210292,15
36.8480273,-76.210292,15
36.8437451,-76.1366045,20
36.8437451,-76.1366045,20
36.8437451,-76.1366045,20
36.8437451,-76.1366045,20
36.8437451,-76.1366045,20
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.8599838,-76.284207,1
36.8599838,-76.284207,1
36.8599838,-76.284207,1
36.8599838,-76.284207,1
36.8599838,-76.284207,1
36.9538899,-76.3272912,15
36.9538899,-76.3272912,15
36.9538899,-76.3272912,15
36.9538899,-76.3272912,15
36.9538899,-76.3272912,15
36.9154158,-76.249723,15
36.9154158,-76.249723,15
36.9154158,-76.249723,15
36.9154158,-76.249723,15
36.9344093,-76.2105768,1
36.9344093,-76.2105768,1
36.9344093,-76.2105768,1
36.9344093,-76.2105768,1
36.9344093,-76.2105768,1
36.840034,-76.2104634,15
36.840034,-76.2104634,15
36.840034,-76.2104634,15
36.840034,-76.2104634,15
36.840034,-76.2104634,15
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.9591794,-76.3261573,15
36.9591794,-76.3261573,15
36.9591794,-76.3261573,15
36.9591794,-76.3261573,15
36.9591794,-76.3261573,15
36.9164884,-76.2548126,15
36.9164884,-76.2548126,15
36.9164884,-76.2548126,15
36.9164884,-76.2548126,15
36.9164884,-76.2548126,15
36.842127,-76.1154515,20
36.842127,-76.1154515,20
36.842127,-76.1154515,20
36.842127,-76.1154515,20
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8748515,-76.2952038,16
36.8748515,-76.2952038,16
36.8748515,-76.2952038,16
36.8748515,-76.2952038,16
36.9331643,-76.2057731,1
36.9331643,-76.2057731,1
36.9331643,-76.2057731,1
36.9331643,-76.2057731,1
36.9331643,-76.2057731,1
36.8438448,-76.1434783,20
36.8438448,-76.1434783,20
36.8438448,-76.1434783,20
36.8438448,-76.1434783,20
36.8438448,-76.1434783,20
36.9581063,-76.3228192,15
36.9581063,-76.3228192,15
36.9581063,-76.3228192,15
36.9581063,-76.3228192,15
36.9581063,-76.3228192,15
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.9323627,-76.2026826,1
36.9323627,-76.2026826,1
36.9323627,-76.2026826,1
36.9323627,-76.2026826,1
36.9323627,-76.2026826,1
36.9182387,-76.2621573,15
36.9182387,-76.2621573,15
36.9182387,-76.2621573,15
36.9182387,-76.2621573,15
36.9182387,-76.2621573,15
36.8415667,-76.2138077,15
36.8415667,-76.2138077,15
36.8415667,-76.2138077,15
36.8415667,-76.2138077,15
36.8415667,-76.2138077,15
36.8401125,-76.1097695,20
36.8401125,-76.1097695,20
36.8401125,-76.1097695,20
36.8401125,-76.1097695,20
36.8401125,-76.1097695,20
36.8703114,-76.2966104,16
36.8703114,-76.2966104,16
36.8703114,-76.2966104,16
36.8703114,-76.2966104,16
36.8703114,-76.2966104,16
36.8441375,-76.1519884,20
36.8441375,-76.1519884,20
36.8441375,-76.1519884,20
36.8441375,-76.1519884,20
36.9532207,-76.319939,15
36.9532207,-76.319939,15
36.9532207,-76.319939,15
36.9532207,-76.319939,15
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.931199,-76.197707,1
36.931199,-76.197707,1
36.931199,-76.197707,1
36.931199,-76.197707,1
36.931199,-76.197707,1
36.931199,-76.197707,1
36.9172808,-76.2663766,15
36.9172808,-76.2663766,15
36.9172808,-76.2663766,15
36.9172808,-76.2663766,15
36.9172808,-76.2663766,15
36.9172808,-76.2663766,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.839802,-76.1016942,20
36.839802,-76.1016942,20
36.839802,-76.1016942,20
36.839802,-76.1016942,20
36.839802,-76.1016942,20
36.839802,-76.1016942,20
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8674535,-76.2982216,16
36.8674535,-76.2982216,16
36.8674535,-76.2982216,16
36.8674535,-76.2982216,16
36.8674535,-76.2982216,16
36.8461102,-76.1569806,20
36.8461102,-76.1569806,20
36.8461102,-76.1569806,20
36.8461102,-76.1569806,20
36.8461102,-76.1569806,20
36.9474458,-76.3194061,15
36.9474458,-76.3194061,15
36.9474458,-76.3194061,15
36.9474458,-76.3194061,15
36.9474458,-76.3194061,15
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.9278936,-76.1911581,1
36.9278936,-76.1911581,1
36.9278936,-76.1911581,1
36.9278936,-76.1911581,1
36.9278936,-76.1911581,1
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8404534,-76.096655,20
36.8404534,-76.096655,20
36.8404534,-76.096655,20
36.8404534,-76.096655,20
36.8404534,-76.096655,20
36.8404534,-76.096655,20
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8597776,-76.2845411,1
36.8660073,-76.2991257,16
36.8660073,-76.2991257,16
36.8660073,-76.2991257,16
36.8660073,-76.2991257,16
36.8660073,-76.2991257,16
36.848335,-76.1625131,20
36.848335,-76.1625131,20
36.848335,-76.1625131,20
36.848335,-76.1625131,20
36.848335,-76.1625131,20
36.9476309,-76.3127552,15
36.9476309,-76.3127552,15
36.9476309,-76.3127552,15
36.9476309,-76.3127552,15
36.9476309,-76.3127552,15
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.92311,-76.1921786,1
36.92311,-76.1921786,1
36.92311,-76.1921786,1
36.92311,-76.1921786,1
36.92311,-76.1921786,1
36.92311,-76.1921786,1
36.918107,-76.2718787,15
36.918107,-76.2718787,15
36.918107,-76.2718787,15
36.918107,-76.2718787,15
36.918107,-76.2718787,15
36.918107,-76.2718787,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8412533,-76.0912687,20
36.8412533,-76.0912687,20
36.8412533,-76.0912687,20
36.8412533,-76.0912687,20
36.8412533,-76.0912687,20
36.8621685,-76.299937,16
36.8621685,-76.299937,16
36.8621685,-76.299937,16
36.8621685,-76.299937,16
36.8621685,-76.299937,16
36.8517149,-76.1708347,20
36.8517149,-76.1708347,20
36.8517149,-76.1708347,20
36.8517149,-76.1708347,20
36.8517149,-76.1708347,20
36.9477088,-76.3061015,15
36.9477088,-76.3061015,15
36.9477088,-76.3061015,15
36.9477088,-76.3061015,15
36.9477088,-76.3061015,15
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.8416326,-76.0886204,20
36.8416326,-76.0886204,20
36.8416326,-76.0886204,20
36.8416326,-76.0886204,20
36.8416326,-76.0886204,20
36.9183797,-76.1927962,1
36.9183797,-76.1927962,1
36.9183797,-76.1927962,1
36.9183797,-76.1927962,1
36.9183797,-76.1927962,1
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8540898,-76.1768393,20
36.8540898,-76.1768393,20
36.8540898,-76.1768393,20
36.8540898,-76.1768393,20
36.8540898,-76.1768393,20
36.8540898,-76.1768393,20
36.8601236,-76.2846259,1
36.8601236,-76.2846259,1
36.8601236,-76.2846259,1
36.8601236,-76.2846259,1
36.8601236,-76.2846259,1
36.8601236,-76.2846259,1
36.8601471,-76.3003954,16
36.8601471,-76.3003954,16
36.8601471,-76.3003954,16
36.8601471,-76.3003954,16
36.8601471,-76.3003954,16
36.9437056,-76.3068475,15
36.9437056,-76.3068475,15
36.9437056,-76.3068475,15
36.9437056,-76.3068475,15
36.9437056,-76.3068475,15
36.9179018,-76.1915386,1
36.9179018,-76.1915386,1
36.9179018,-76.1915386,1
36.9179018,-76.1915386,1
36.9179018,-76.1915386,1
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
37.0130787,-76.3647139,107
36.8429206,-76.0796118,20
36.8429206,-76.0796118,20
36.8429206,-76.0796118,20
36.8429206,-76.0796118,20
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8415655,-76.2137831,15
36.8547315,-76.1797144,20
36.8547315,-76.1797144,20
36.8547315,-76.1797144,20
36.8547315,-76.1797144,20
36.8592052,-76.2843165,1
36.8592052,-76.2843165,1
36.8592052,-76.2843165,1
36.8592052,-76.2843165,1
36.8592052,-76.2843165,1
36.8587755,-76.3027932,16
36.8587755,-76.3027932,16
36.8587755,-76.3027932,16
36.8587755,-76.3027932,16
36.8587755,-76.3027932,16
36.9370449,-76.3017458,15
36.9370449,-76.3017458,15
36.9370449,-76.3017458,15
36.9370449,-76.3017458,15
36.9370449,-76.3017458,15
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
37.0130787,-76.3647139,107
36.9181368,-76.1912429,1
36.8439559,-76.0706055,20
